Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,Dispatch Status,Dispatch Date,Delivery Status,Delivery Date
BRU00007736,Toothbrush 4000,2022/12/01,5,9,da28be,da28be,Dispatched,2022/12/02,Unsuccessful,2022/12/02
BRU00008063,Toothbrush 4000,2022/12/01,28,7,bd215pp,bd215pp,Order Confirmed,2022/12/01,Unavailable,
BRU00008251,Toothbrush 2000,2022/12/01,58,1,e13hh,e13hh,Order Confirmed,2022/12/01,Unavailable,
BRU00007727,Toothbrush 4000,2022/12/02,31,3,de249gd,de249gd,Order Received,2022/12/02,Unavailable,
BRU00008046,Toothbrush 2000,2022/12/02,64,7,ip224yr,ip224yr,Order Received,2022/12/02,Unavailable,
BRU00008091,Toothbrush 4000,2022/12/02,21,6,ha02hf,ha02hf,Order Confirmed,2022/12/02,Unavailable,
BRU00007728,Toothbrush 4000,2022/12/01,8,3,hx62lb,hx62lb,Dispatched,2022/12/02,Unsuccessful,2022/12/03
BRU00007983,Toothbrush 4000,2022/12/02,31,2,cm14xl,cm14xl,Order Confirmed,2022/12/02,Unavailable,
BRU00007843,Toothbrush 4000,2022/12/02,23,7,bs216sj,bs216sj,Order Received,2022/12/02,Unavailable,
BRU00007916,Toothbrush 2000,2022/12/01,79,2,co156an,co156an,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008033,Toothbrush 4000,2022/12/02,19,6,bs273nx,bs273nx,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007767,Toothbrush 2000,2022/12/01,76,4,cv107ep,cv107ep,Dispatched,2022/12/02,Unsuccessful,2022/12/02
BRU00007967,Toothbrush 4000,2022/12/02,33,3,da49lr,da49lr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008263,Toothbrush 2000,2022/12/01,85,2,bl67jx,bl67jx,Order Confirmed,2022/12/01,Unavailable,
BRU00007743,Toothbrush 2000,2022/12/01,78,5,bs50uq,bs50uq,Order Confirmed,2022/12/01,Unavailable,
BRU00008008,Toothbrush 2000,2022/12/02,73,3,hx37tl,hx37tl,Order Received,2022/12/02,Unavailable,
BRU00007724,Toothbrush 2000,2022/12/02,69,6,e176lx,e176lx,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008085,Toothbrush 2000,2022/12/02,76,3,fk39ep,fk39ep,Order Received,2022/12/02,Unavailable,
BRU00007922,Toothbrush 2000,2022/12/02,80,6,dg113lh,dg113lh,Order Received,2022/12/02,Unavailable,
BRU00008303,Toothbrush 2000,2022/12/02,62,6,b168ds,b168ds,Order Received,2022/12/02,Unavailable,
BRU00008168,Toothbrush 4000,2022/12/02,23,3,dn311xw,dn311xw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008194,Toothbrush 2000,2022/12/01,82,4,cr09al,cr09al,Order Received,2022/12/01,Unavailable,
BRU00007934,Toothbrush 2000,2022/12/01,68,2,ba69sy,ba69sy,Order Received,2022/12/01,Unavailable,
BRU00007710,Toothbrush 2000,2022/12/02,76,5,cf35tl,cf35tl,Order Received,2022/12/02,Unavailable,
BRU00007740,Toothbrush 2000,2022/12/01,94,2,bd40je,bd40je,Order Confirmed,2022/12/01,Unavailable,
BRU00007820,Toothbrush 2000,2022/12/01,78,2,cf466sa,cf466sa,Order Received,2022/12/01,Unavailable,
BRU00007678,Toothbrush 2000,2022/12/02,73,5,eh68bl,eh68bl,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007961,Toothbrush 2000,2022/12/01,89,8,ha51tb,ha51tb,Order Confirmed,2022/12/01,Unavailable,
BRU00008189,Toothbrush 4000,2022/12/02,25,2,en54ep,en54ep,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008259,Toothbrush 4000,2022/12/02,38,7,cw16gz,cw16gz,Order Received,2022/12/02,Unavailable,
BRU00008107,Toothbrush 4000,2022/12/02,36,4,dn159fh,dn159fh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007703,Toothbrush 2000,2022/12/01,91,5,gl523pq,gl523pq,Order Received,2022/12/01,Unavailable,
BRU00007947,Toothbrush 2000,2022/12/02,55,5,dl22zl,dl22zl,Order Received,2022/12/02,Unavailable,
BRU00007877,Toothbrush 2000,2022/12/02,74,7,ex70rg,ex70rg,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007789,Toothbrush 4000,2022/12/02,45,4,ip146jq,ip146jq,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008172,Toothbrush 2000,2022/12/02,63,6,bh125dj,bh125dj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007720,Toothbrush 4000,2022/12/02,26,3,g840aj,g840aj,Order Confirmed,2022/12/02,Unavailable,
BRU00008282,Toothbrush 4000,2022/12/02,15,6,fk54ra,fk54ra,Dispatched,2022/12/03,Unsuccessful,2022/12/04
BRU00007979,Toothbrush 2000,2022/12/01,88,9,ab117tz,ab117tz,Order Received,2022/12/01,Unavailable,
BRU00008261,Toothbrush 4000,2022/12/01,29,9,cf399yb,cf399yb,Order Received,2022/12/01,Unavailable,
BRU00007942,Toothbrush 2000,2022/12/02,72,9,bd231ru,bd231ru,Order Received,2022/12/02,Unavailable,
BRU00007868,Toothbrush 2000,2022/12/02,87,1,da83ae,da83ae,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008104,Toothbrush 4000,2022/12/02,28,3,ca102lr,ca102lr,Order Received,2022/12/02,Unavailable,
BRU00007845,Toothbrush 4000,2022/12/01,18,2,bd87dy,bd87dy,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008135,Toothbrush 2000,2022/12/01,80,3,hd14ja,hd14ja,Order Received,2022/12/01,Unavailable,
BRU00008000,Toothbrush 4000,2022/12/02,20,6,cf340bl,cf340bl,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007841,Toothbrush 4000,2022/12/02,14,8,eh141qb,eh141qb,Order Confirmed,2022/12/02,Unavailable,
BRU00008202,Toothbrush 2000,2022/12/01,63,8,b744rq,b744rq,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007821,Toothbrush 2000,2022/12/01,87,7,ex24td,ex24td,Order Received,2022/12/01,Unavailable,
BRU00007953,Toothbrush 2000,2022/12/02,78,7,b761xa,b761xa,Order Confirmed,2022/12/02,Unavailable,
BRU00008211,Toothbrush 2000,2022/12/01,70,7,bl67an,bl67an,Order Received,2022/12/01,Unavailable,
BRU00007738,Toothbrush 4000,2022/12/02,27,4,ct110jf,ct110jf,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007901,Toothbrush 2000,2022/12/02,69,3,hr60bz,hr60bz,Order Received,2022/12/02,Unavailable,
BRU00008136,Toothbrush 4000,2022/12/01,33,1,bn24pz,bn24pz,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008182,Toothbrush 4000,2022/12/02,18,5,ct102lp,ct102lp,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008229,Toothbrush 4000,2022/12/02,12,7,ab355tu,ab355tu,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007864,Toothbrush 2000,2022/12/01,62,8,bs217fs,bs217fs,Order Confirmed,2022/12/01,Unavailable,
BRU00007989,Toothbrush 2000,2022/12/02,79,1,cm71hl,cm71hl,Order Received,2022/12/02,Unavailable,
BRU00008109,Toothbrush 4000,2022/12/02,37,9,g211lz,g211lz,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008050,Toothbrush 4000,2022/12/01,31,9,bb46jf,bb46jf,Order Received,2022/12/01,Unavailable,
BRU00007732,Toothbrush 2000,2022/12/01,72,6,cf402lz,cf402lz,Dispatched,2022/12/02,Unsuccessful,2022/12/03
BRU00007889,Toothbrush 4000,2022/12/01,10,7,en92es,en92es,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007766,Toothbrush 4000,2022/12/01,34,5,cm59hj,cm59hj,Order Confirmed,2022/12/01,Unavailable,
BRU00007688,Toothbrush 2000,2022/12/01,64,1,ct163nw,ct163nw,Order Confirmed,2022/12/01,Unavailable,
BRU00008299,Toothbrush 4000,2022/12/01,12,7,b249aw,b249aw,Dispatched,2022/12/02,Unsuccessful,2022/12/03
BRU00008208,Toothbrush 2000,2022/12/01,74,9,g680ld,g680ld,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00008148,Toothbrush 4000,2022/12/01,13,1,g156st,g156st,Order Received,2022/12/01,Unavailable,
BRU00008265,Toothbrush 4000,2022/12/02,13,8,eh120aa,eh120aa,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008301,Toothbrush 2000,2022/12/01,80,1,ab210be,ab210be,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007933,Toothbrush 4000,2022/12/02,39,9,ca156px,ca156px,Order Confirmed,2022/12/02,Unavailable,
BRU00007774,Toothbrush 2000,2022/12/01,79,2,ch40jd,ch40jd,Order Confirmed,2022/12/01,Unavailable,
BRU00008066,Toothbrush 2000,2022/12/01,68,4,ct93ug,ct93ug,Order Confirmed,2022/12/01,Unavailable,
BRU00008283,Toothbrush 2000,2022/12/02,66,9,bd231jy,bd231jy,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008026,Toothbrush 2000,2022/12/01,76,7,hd21tr,hd21tr,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007874,Toothbrush 4000,2022/12/01,21,8,hd14qu,hd14qu,Dispatched,2022/12/02,Unsuccessful,2022/12/03
BRU00007790,Toothbrush 2000,2022/12/01,91,3,fk27pg,fk27pg,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00008125,Toothbrush 2000,2022/12/02,63,8,cv346tr,cv346tr,Order Received,2022/12/02,Unavailable,
BRU00008212,Toothbrush 2000,2022/12/01,67,6,b202rj,b202rj,Dispatched,2022/12/02,Unsuccessful,2022/12/02
BRU00007741,Toothbrush 2000,2022/12/01,65,5,al108ts,al108ts,Order Received,2022/12/01,Unavailable,
BRU00007827,Toothbrush 2000,2022/12/02,70,5,dl120xy,dl120xy,Order Confirmed,2022/12/02,Unavailable,
BRU00007752,Toothbrush 2000,2022/12/02,64,1,bh243qz,bh243qz,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007809,Toothbrush 4000,2022/12/02,28,5,cr06an,cr06an,Order Confirmed,2022/12/02,Unavailable,
BRU00007899,Toothbrush 4000,2022/12/01,22,7,gl179sd,gl179sd,Order Received,2022/12/01,Unavailable,
BRU00007858,Toothbrush 4000,2022/12/02,19,2,ip136uy,ip136uy,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00008236,Toothbrush 2000,2022/12/02,73,7,dt28wn,dt28wn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007758,Toothbrush 4000,2022/12/02,16,4,ct51bn,ct51bn,Order Confirmed,2022/12/02,Unavailable,
BRU00007855,Toothbrush 2000,2022/12/01,86,9,ex168jp,ex168jp,Order Confirmed,2022/12/01,Unavailable,
BRU00007871,Toothbrush 2000,2022/12/01,75,6,dh13uj,dh13uj,Order Confirmed,2022/12/01,Unavailable,
BRU00007725,Toothbrush 4000,2022/12/02,8,4,bl34us,bl34us,Order Received,2022/12/02,Unavailable,
BRU00007866,Toothbrush 4000,2022/12/02,5,6,im62hh,im62hh,Order Confirmed,2022/12/02,Unavailable,
BRU00007930,Toothbrush 2000,2022/12/01,72,6,cm195jn,cm195jn,Dispatched,2022/12/02,Unsuccessful,2022/12/03
BRU00007919,Toothbrush 2000,2022/12/01,70,6,gl32nr,gl32nr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008023,Toothbrush 4000,2022/12/02,40,5,hp42pg,hp42pg,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008203,Toothbrush 4000,2022/12/02,40,4,gy16bd,gy16bd,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008126,Toothbrush 2000,2022/12/01,88,2,cw14dr,cw14dr,Order Confirmed,2022/12/01,Unavailable,
BRU00007721,Toothbrush 2000,2022/12/01,74,7,BH22 9PB,BH22   9PB,Order Confirmed,2022/12/01,Unavailable,
BRU00007815,Toothbrush 4000,2022/12/02,30,3,BH8 8AQ,BH8   8AQ,Order Received,2022/12/02,Unavailable,
BRU00007819,Toothbrush 4000,2022/12/02,11,8,EH24 9DW,EH24   9DW,Order Confirmed,2022/12/02,Unavailable,
BRU00007804,Toothbrush 2000,2022/12/01,83,8,G3 8AG,G3   8AG,Order Confirmed,2022/12/01,Unavailable,
BRU00008093,Toothbrush 4000,2022/12/02,32,7,G11 6PD,G11   6PD,Order Received,2022/12/02,Unavailable,
BRU00007892,Toothbrush 2000,2022/12/02,56,3,EH22 4QN,EH22   4QN,Order Received,2022/12/02,Unavailable,
BRU00007808,Toothbrush 4000,2022/12/02,27,6,DE24 9BN,DE24   9BN,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008185,Toothbrush 4000,2022/12/02,21,2,G42 0JL,G42   0JL,Order Received,2022/12/02,Unavailable,
BRU00007912,Toothbrush 2000,2022/12/01,56,4,FK15 9RL,FK15   9RL,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00008210,Toothbrush 2000,2022/12/02,89,1,CM20 2FG,CM20   2FG,Order Received,2022/12/02,Unavailable,
BRU00008014,Toothbrush 4000,2022/12/02,22,9,BS14 8LQ,BS14   8LQ,Order Received,2022/12/02,Unavailable,
BRU00008169,Toothbrush 2000,2022/12/01,91,6,G72 0GE,G72   0GE,Order Confirmed,2022/12/01,Unavailable,
BRU00008222,Toothbrush 2000,2022/12/01,66,4,EC3V 0RL,EC3V   0RL,Order Confirmed,2022/12/01,Unavailable,
BRU00008226,Toothbrush 4000,2022/12/02,21,8,HP23 6AE,HP23   6AE,Order Confirmed,2022/12/02,Unavailable,
BRU00008101,Toothbrush 2000,2022/12/02,87,3,FK15 0FP,FK15   0FP,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007993,Toothbrush 2000,2022/12/02,62,1,BS1 3DJ,BS1   3DJ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008029,Toothbrush 4000,2022/12/02,17,1,IM4 7DW,IM4   7DW,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008209,Toothbrush 4000,2022/12/02,30,8,HD9 4DR,HD9   4DR,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007826,Toothbrush 4000,2022/12/01,27,4,CT10 2SY,CT10   2SY,Order Received,2022/12/01,Unavailable,
BRU00008092,Toothbrush 4000,2022/12/01,34,5,B74 4PJ,B74   4PJ,Order Confirmed,2022/12/02,Unavailable,
BRU00007917,Toothbrush 2000,2022/12/01,80,4,CT6 6SG,CT6   6SG,Dispatched,2022/12/02,Unsuccessful,2022/12/03
BRU00007893,Toothbrush 4000,2022/12/02,37,1,BH31 7BA,BH31   7BA,Order Confirmed,2022/12/02,Unavailable,
BRU00007836,Toothbrush 4000,2022/12/01,12,7,DY8 2HH,DY8   2HH,Order Confirmed,2022/12/02,Unavailable,
BRU00007944,Toothbrush 4000,2022/12/02,18,6,EH46 7DA,EH46   7DA,Order Received,2022/12/02,Unavailable,
BRU00008055,Toothbrush 4000,2022/12/02,12,6,HG1 9SH,HG1   9SH,Order Confirmed,2022/12/02,Unavailable,
BRU00008223,Toothbrush 2000,2022/12/01,74,5,AB25 3XD,AB25   3XD,Dispatched,2022/12/02,Unsuccessful,2022/12/02
BRU00008292,Toothbrush 4000,2022/12/02,18,8,G40 3JF,G40   3JF,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008284,Toothbrush 2000,2022/12/01,57,4,CA11 9JE,CA11   9JE,Order Received,2022/12/01,Unavailable,
BRU00008176,Toothbrush 2000,2022/12/01,54,3,B23 6HD,B23   6HD,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007908,Toothbrush 2000,2022/12/01,73,9,B91 1QS,B91   1QS,Order Confirmed,2022/12/01,Unavailable,
BRU00008094,Toothbrush 4000,2022/12/02,12,1,CW8 2JG,CW8   2JG,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007900,Toothbrush 2000,2022/12/01,84,9,CA7 3EE,CA7   3EE,Order Received,2022/12/01,Unavailable,
BRU00008011,Toothbrush 2000,2022/12/01,92,2,BL1 5PH,BL1   5PH,Order Received,2022/12/01,Unavailable,
BRU00007852,Toothbrush 2000,2022/12/02,71,9,BD23 1LN,BD23   1LN,Order Confirmed,2022/12/02,Unavailable,
BRU00008054,Toothbrush 2000,2022/12/02,91,8,CM2 6DU,CM2   6DU,Order Confirmed,2022/12/02,Unavailable,
BRU00007748,Toothbrush 4000,2022/12/02,12,7,FK10 4JT,FK10   4JT,Order Received,2022/12/02,Unavailable,
BRU00007888,Toothbrush 4000,2022/12/02,31,8,BS8 4HG,BS8   4HG,Order Confirmed,2022/12/02,Unavailable,
BRU00007911,Toothbrush 4000,2022/12/02,33,5,BH22 0EW,BH22   0EW,Order Received,2022/12/02,Unavailable,
BRU00007975,Toothbrush 4000,2022/12/01,21,6,DE72 2DJ,DE72   2DJ,Order Confirmed,2022/12/01,Unavailable,
BRU00008181,Toothbrush 2000,2022/12/02,75,3,BA12 9JZ,BA12   9JZ,Order Received,2022/12/02,Unavailable,
BRU00008178,Toothbrush 4000,2022/12/02,27,4,CH5 2JW,CH5   2JW,Order Received,2022/12/02,Unavailable,
BRU00008150,Toothbrush 4000,2022/12/02,25,6,CT6 6LG,CT6   6LG,Order Confirmed,2022/12/02,Unavailable,
BRU00007764,Toothbrush 2000,2022/12/01,73,9,BN17 6QZ,BN17   6QZ,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00008073,Toothbrush 2000,2022/12/02,88,2,CV12 8TE,CV12   8TE,Order Confirmed,2022/12/02,Unavailable,
BRU00007950,Toothbrush 2000,2022/12/02,88,4,CF71 7RX,CF71   7RX,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007715,Toothbrush 4000,2022/12/01,22,3,E8 3JN,E8   3JN,Order Received,2022/12/01,Unavailable,
BRU00008258,Toothbrush 2000,2022/12/01,62,4,CO12 3QF,CO12   3QF,Order Received,2022/12/01,Unavailable,
BRU00007707,Toothbrush 4000,2022/12/02,15,8,CH45 5DU,CH45   5DU,Order Received,2022/12/02,Unavailable,
BRU00008213,Toothbrush 4000,2022/12/02,19,6,FK14 7LH,FK14   7LH,Order Received,2022/12/02,Unavailable,
BRU00007873,Toothbrush 2000,2022/12/01,75,2,IM9 6BZ,IM9   6BZ,Order Received,2022/12/01,Unavailable,
BRU00007737,Toothbrush 4000,2022/12/02,34,6,G53 5AW,G53   5AW,Order Confirmed,2022/12/02,Unavailable,
BRU00008304,Toothbrush 4000,2022/12/02,27,9,DD4 9BB,DD4   9BB,Order Confirmed,2022/12/02,Unavailable,
BRU00007769,Toothbrush 2000,2022/12/01,79,6,DE73 8AR,DE73   8AR,Order Confirmed,2022/12/01,Unavailable,
BRU00007751,Toothbrush 4000,2022/12/01,11,4,CT19 5HD,CT19   5HD,Dispatched,2022/12/02,Unsuccessful,2022/12/03
BRU00008233,Toothbrush 2000,2022/12/01,70,4,BN21 4PT,BN21   4PT,Order Received,2022/12/01,Unavailable,
BRU00008118,Toothbrush 4000,2022/12/02,31,2,DL9 4DN,DL9   4DN,Order Received,2022/12/02,Unavailable,
BRU00008242,Toothbrush 4000,2022/12/01,37,3,BA1 2UT,BA1   2UT,Order Received,2022/12/01,Unavailable,
BRU00007936,Toothbrush 2000,2022/12/02,66,2,CV31 1HL,CV31   1HL,Order Received,2022/12/02,Unavailable,
BRU00007951,Toothbrush 2000,2022/12/01,87,9,BH12 9NL,BH12   9NL,Dispatched,2022/12/02,Unsuccessful,2022/12/02
BRU00007869,Toothbrush 2000,2022/12/01,87,8,CW2 6ND,CW2   6ND,Order Confirmed,2022/12/01,Unavailable,
BRU00008183,Toothbrush 2000,2022/12/01,66,4,BR1 3NJ,BR1   3NJ,Dispatched,2022/12/02,Unsuccessful,2022/12/03
BRU00008231,Toothbrush 4000,2022/12/02,49,7,AB43 8RH,AB43   8RH,Order Received,2022/12/02,Unavailable,
BRU00007970,Toothbrush 2000,2022/12/02,66,3,CR4 1LX,CR4   1LX,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008081,Toothbrush 2000,2022/12/01,84,6,DN7 5JZ,DN7   5JZ,Order Confirmed,2022/12/01,Unavailable,
BRU00007928,Toothbrush 4000,2022/12/02,17,5,EH10 6NT,EH10   6NT,Order Received,2022/12/02,Unavailable,
BRU00007986,Toothbrush 4000,2022/12/02,26,5,IP28 8PG,IP28   8PG,Order Received,2022/12/02,Unavailable,
BRU00007949,Toothbrush 4000,2022/12/01,28,3,FK7 8JA,FK7   8JA,Order Received,2022/12/01,Unavailable,
BRU00008192,Toothbrush 4000,2022/12/02,22,2,CA11 7DQ,CA11   7DQ,Order Received,2022/12/02,Unavailable,
BRU00008139,Toothbrush 2000,2022/12/02,75,1,CF36 3RL,CF36   3RL,Order Received,2022/12/02,Unavailable,
BRU00007698,Toothbrush 4000,2022/12/02,33,6,BS36 2DP,BS36   2DP,Order Received,2022/12/02,Unavailable,
BRU00008145,Toothbrush 2000,2022/12/02,58,9,CB2 9ER,CB2   9ER,Order Received,2022/12/02,Unavailable,
BRU00007712,Toothbrush 4000,2022/12/02,33,2,BH20 7HB,BH20   7HB,Order Confirmed,2022/12/02,Unavailable,
BRU00008140,Toothbrush 4000,2022/12/02,38,6,CM8 3HN,CM8   3HN,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008195,Toothbrush 4000,2022/12/02,47,3,BN17 7QT,BN17   7QT,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008103,Toothbrush 4000,2022/12/02,37,7,B5 7XN,B5   7XN,Order Received,2022/12/02,Unavailable,
BRU00008245,Toothbrush 4000,2022/12/02,19,7,DD1 2AF,DD1   2AF,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007898,Toothbrush 4000,2022/12/01,26,7,DE11 7PY,DE11   7PY,Dispatched,2022/12/02,Unsuccessful,2022/12/03
BRU00007786,Toothbrush 2000,2022/12/02,59,5,BR2 7QE,BR2   7QE,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008052,Toothbrush 4000,2022/12/02,29,6,E6 3ND,E6   3ND,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008059,Toothbrush 4000,2022/12/02,28,6,CV5 7BT,CV5   7BT,Order Received,2022/12/02,Unavailable,
BRU00007794,Toothbrush 2000,2022/12/02,62,7,BN2 5LS,BN2   5LS,Order Received,2022/12/02,Unavailable,
BRU00008097,Toothbrush 2000,2022/12/02,83,1,DY12 9AP,DY12   9AP,Order Received,2022/12/02,Unavailable,
BRU00007910,Toothbrush 4000,2022/12/02,39,5,CH62 5ES,CH62   5ES,Order Received,2022/12/02,Unavailable,
BRU00008086,Toothbrush 2000,2022/12/02,71,9,G71 8ED,G71   8ED,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007754,Toothbrush 2000,2022/12/02,79,6,CA1 2WD,CA1   2WD,Order Confirmed,2022/12/02,Unavailable,
BRU00007968,Toothbrush 4000,2022/12/02,15,9,CF15 7TL,CF15   7TL,Order Confirmed,2022/12/02,Unavailable,
BRU00007974,Toothbrush 4000,2022/12/01,45,7,BB11 1AP,BB11   1AP,Order Confirmed,2022/12/01,Unavailable,
BRU00007999,Toothbrush 4000,2022/12/02,40,4,B24 0AR,B24   0AR,Dispatched,2022/12/03,Unsuccessful,2022/12/04
BRU00008082,Toothbrush 4000,2022/12/01,19,2,BN14 0RA,BN14   0RA,Order Received,2022/12/01,Unavailable,
BRU00008098,Toothbrush 2000,2022/12/02,68,9,E4 8PT,E4   8PT,Order Received,2022/12/02,Unavailable,
BRU00007853,Toothbrush 4000,2022/12/02,37,6,CR2 0FH,CR2   0FH,Order Received,2022/12/02,Unavailable,
BRU00007972,Toothbrush 4000,2022/12/02,31,2,GL55 6JQ,GL55   6JQ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00008256,Toothbrush 2000,2022/12/02,74,4,HG3 5BS,HG3   5BS,Order Received,2022/12/02,Unavailable,
BRU00008262,Toothbrush 2000,2022/12/01,63,8,BD2 4NU,BD2   4NU,Dispatched,2022/12/02,Unsuccessful,2022/12/02
BRU00008133,Toothbrush 4000,2022/12/02,28,4,GU6 8GN,GU6   8GN,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006863,Toothbrush 2000,2022/12/01,80,4,EX5 205PB,BR2 0BD,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007388,Toothbrush 4000,2022/12/02,18,3,B61 207DU,CW7 2AA,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007340,Toothbrush 4000,2022/12/01,17,3,GU32 209SF,EX17 2BU,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007010,Toothbrush 4000,2022/12/01,15,9,HG4 205JX,BL7 0PU,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007007,Toothbrush 4000,2022/12/02,25,2,DE73 208FZ,DN14 8PG,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007392,Toothbrush 4000,2022/12/02,26,5,HA8 205NJ,HD2 1HN,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007370,Toothbrush 4000,2022/12/02,14,4,E20 201LT,G32 7SH,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007509,Toothbrush 2000,2022/12/02,61,1,EH40 203EB,CF37 5PX,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007497,Toothbrush 4000,2022/12/01,9,5,E11 204AN,GL56 0NU,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007377,Toothbrush 4000,2022/12/02,24,3,CV32 207DW,G63 0TQ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007512,Toothbrush 4000,2022/12/02,17,8,HA9 200LG,B33 9SY,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007045,Toothbrush 4000,2022/12/01,28,9,GL3 201NE,EH30 9PR,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007389,Toothbrush 2000,2022/12/02,77,5,HX3 207NR,CT3 2HJ,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007195,Toothbrush 2000,2022/12/02,58,9,DN15 208HA,CA17 4BB,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007604,Toothbrush 4000,2022/12/01,18,5,CH46 208UN,EX36 4DJ,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007264,Toothbrush 2000,2022/12/01,70,4,HP15 207FR,HX1 1JA,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007314,Toothbrush 4000,2022/12/02,4,1,BD1 202RD,G77 5AA,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007304,Toothbrush 4000,2022/12/02,29,6,B10 200SW,DD8 5ET,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007329,Toothbrush 4000,2022/12/02,23,9,DE55 206BH,CA23 3DT,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007369,Toothbrush 4000,2022/12/01,19,3,B78 203EE,G75 0DE,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007163,Toothbrush 2000,2022/12/01,68,6,BA6 208PF,DY3 4BP,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007093,Toothbrush 4000,2022/12/02,33,9,EX15 202EY,DY14 9NN,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007008,Toothbrush 4000,2022/12/01,21,1,HP17 208XF,IM8 1LL,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007043,Toothbrush 4000,2022/12/02,25,4,CF24 203DZ,DT2 9FG,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007286,Toothbrush 2000,2022/12/01,72,5,EX13 207DP,HP5 2XX,Dispatched,2022/12/01,Delivered,2022/12/03
