Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00011062,Toothbrush 4000,2022-12-02 08:44:01.197158000,26,8,EN2 8PN,EN2   8PN,1,Order Confirmed,2022-12-02 10:01:53.166353599,,
BRU00011500,Toothbrush 2000,2022-12-02 02:01:14.153101200,66,1,HU12 8EN,HU12   8EN,1,Dispatched,2022-12-02 09:08:44.090871600,Delivered,2022-12-03 12:50:17.500771200
BRU00010928,Toothbrush 4000,2022-12-01 20:14:51.198351200,28,6,HX4 9PX,HX4   9PX,1,Order Confirmed,2022-12-01 21:39:16.423594400,,
BRU00011130,Toothbrush 4000,2022-12-02 05:12:28.224661199,17,6,CH46 8SR,CH46   8SR,1,Order Confirmed,2022-12-02 05:54:29.371815599,,
BRU00011765,Toothbrush 2000,2022-12-01 15:20:17.403217600,69,6,HU12 9HN,HU12   9HN,1,Order Confirmed,2022-12-01 16:32:09.735786400,,
BRU00010983,Toothbrush 4000,2022-12-01 16:58:20.685306000,34,5,E17 3BL,E17   3BL,1,Order Confirmed,2022-12-01 18:15:06.146571600,,
BRU00010986,Toothbrush 4000,2022-12-02 17:02:52.624974800,23,4,G81 6DS,G81   6DS,1,Order Confirmed,2022-12-02 17:56:01.873438400,,
BRU00011217,Toothbrush 2000,2022-12-02 08:34:07.602124400,90,1,CF5 4NA,CF5   4NA,1,Dispatched,2022-12-02 16:26:08.341187600,Delivered,2022-12-03 22:21:02.064740000
BRU00011423,Toothbrush 2000,2022-12-02 10:29:12.657107999,102,4,HD2 1BD,HD2   1BD,1,Dispatched,2022-12-02 18:39:34.028217599,Delivered,2022-12-03 17:01:08.440063199
BRU00010938,Toothbrush 2000,2022-12-01 16:06:07.855771600,72,7,BS10 6HH,BS10   6HH,1,Order Confirmed,2022-12-01 17:17:59.158027600,,
BRU00010903,Toothbrush 4000,2022-12-02 09:52:32.618990400,21,5,IG11 7YB,IG11   7YB,1,Dispatched,2022-12-02 17:10:08.679732000,Delivered,2022-12-04 02:53:00.905547600
BRU00010919,Toothbrush 2000,2022-12-01 15:29:54.577847600,64,4,HU7 4DX,HU7   4DX,1,Order Confirmed,2022-12-01 16:43:20.469801200,,
BRU00011293,Toothbrush 4000,2022-12-02 01:48:26.777832000,30,5,FY6 7UE,FY6   7UE,1,Dispatched,2022-12-02 09:40:56.708010000,Delivered,2022-12-03 12:24:31.911284400
BRU00010923,Toothbrush 2000,2022-12-01 12:00:54.696907999,56,8,EX4 7AQ,EX4   7AQ,1,Order Confirmed,2022-12-01 13:18:31.433650398,,
BRU00011407,Toothbrush 2000,2022-12-01 22:11:33.136008800,75,6,EH7 6PU,EH7   6PU,1,Order Received,2022-12-01 22:23:35.557340000,,
BRU00011504,Toothbrush 2000,2022-12-02 05:43:26.436491600,70,5,CV4 8GZ,CV4   8GZ,1,Order Received,2022-12-02 05:54:48.547758800,,
BRU00011516,Toothbrush 2000,2022-12-01 15:43:23.406831200,80,9,B71 2LW,B71   2LW,1,Order Confirmed,2022-12-01 16:48:18.782586800,,
BRU00011143,Toothbrush 2000,2022-12-02 05:26:10.951269200,70,4,DL8 5FA,DL8   5FA,1,Order Received,2022-12-02 05:38:27.829566800,,
BRU00011579,Toothbrush 2000,2022-12-02 09:36:14.907748400,76,4,B23 7TA,B23   7TA,1,Order Confirmed,2022-12-02 10:52:19.039001600,,
BRU00011626,Toothbrush 2000,2022-12-01 12:36:28.600813600,58,1,CA7 3NW,CA7   3NW,1,Dispatched,2022-12-01 21:01:09.217363600,Delivered,2022-12-03 02:51:45.479244400
BRU00011350,Toothbrush 4000,2022-12-02 16:34:33.918346000,36,3,E14 8SW,E14   8SW,1,Order Confirmed,2022-12-02 17:40:29.168686000,,
BRU00011719,Toothbrush 2000,2022-12-01 13:01:01.248107600,68,1,G58 1YF,G58   1YF,1,Dispatched,2022-12-01 20:24:14.617412000,Delivered,2022-12-02 22:33:14.476745600
BRU00010847,Toothbrush 2000,2022-12-01 17:42:02.706286400,82,5,BA14 6LE,BA14   6LE,1,Order Confirmed,2022-12-01 18:20:27.343036400,,
BRU00011733,Toothbrush 4000,2022-12-01 22:20:08.769471200,25,8,CM9 8AF,CM9   8AF,1,Order Received,2022-12-01 22:31:49.112898800,,
BRU00011136,Toothbrush 4000,2022-12-02 01:14:10.546930399,27,3,BN2 0FP,BN2   0FP,1,Order Received,2022-12-02 01:25:12.754924399,,
BRU00010811,Toothbrush 4000,2022-12-02 07:36:22.153632000,23,6,EN5 5JN,EN5   5JN,1,Order Received,2022-12-02 07:48:17.244330000,,
BRU00011084,Toothbrush 4000,2022-12-02 15:02:20.701082800,46,6,EH10 4QQ,EH10   4QQ,1,Order Received,2022-12-02 15:13:28.646008000,,
BRU00010855,Toothbrush 2000,2022-12-02 08:21:10.605545200,71,6,DH7 0SF,DH7   0SF,1,Order Received,2022-12-02 08:33:59.882309200,,
BRU00011320,Toothbrush 2000,2022-12-02 12:50:48.765643199,55,2,DN14 6FE,DN14   6FE,1,Dispatched,2022-12-02 20:22:03.315886799,Delivered,2022-12-03 23:07:32.412742799
BRU00011090,Toothbrush 2000,2022-12-01 19:13:59.544870400,78,7,EX7 0LG,EX7   0LG,1,Dispatched,2022-12-02 02:35:31.905378400,Delivered,2022-12-03 04:55:25.491242800
BRU00011311,Toothbrush 4000,2022-12-02 12:41:33.029950400,14,8,G53 7TE,G53   7TE,1,Order Received,2022-12-02 12:54:11.601779600,,
BRU00011129,Toothbrush 2000,2022-12-02 12:10:59.748745200,70,6,DH4 7DU,DH4   7DU,1,Order Confirmed,2022-12-02 13:21:15.531196800,,
BRU00011156,Toothbrush 4000,2022-12-02 15:08:10.081300000,28,1,DT1 2LF,DT1   2LF,1,Dispatched,2022-12-02 22:29:55.608577600,Delivered,2022-12-04 01:23:29.318047600
BRU00011042,Toothbrush 2000,2022-12-01 14:48:06.671959200,90,1,HP20 9PB,HP20   9PB,1,Order Confirmed,2022-12-01 16:01:01.570580400,,
BRU00010979,Toothbrush 4000,2022-12-02 06:07:35.923823200,0,3,AL10 0EJ,AL10   0EJ,1,Order Received,2022-12-02 06:20:11.273674000,,
BRU00011724,Toothbrush 2000,2022-12-01 13:54:10.397858400,59,9,HU4 7DL,HU4   7DL,1,Order Confirmed,2022-12-01 14:47:39.723000000,,
BRU00010976,Toothbrush 4000,2022-12-02 01:02:47.186228000,25,7,GU22 0AS,GU22   0AS,1,Order Confirmed,2022-12-02 02:14:35.353445600,,
BRU00011230,Toothbrush 4000,2022-12-02 10:51:05.446084400,25,1,DN32 9SR,DN32   9SR,1,Dispatched,2022-12-02 18:10:49.462014800,Delivered,2022-12-03 15:51:13.570319600
BRU00011378,Toothbrush 2000,2022-12-02 10:30:16.074222000,89,6,CF14 9BW,CF14   9BW,1,Dispatched,2022-12-02 17:38:22.854745200,Delivered,2022-12-03 21:27:24.705117600
BRU00010998,Toothbrush 4000,2022-12-02 22:46:44.170689200,17,5,G15 7QT,G15   7QT,1,Order Confirmed,2022-12-02 23:55:14.132264000,,
BRU00011439,Toothbrush 4000,2022-12-02 18:27:16.536919600,45,9,DY10 1PT,DY10   1PT,1,Dispatched,2022-12-03 00:48:06.729896800,Delivered,2022-12-04 06:18:38.396224000
BRU00011349,Toothbrush 2000,2022-12-01 23:34:28.624125200,79,1,CT15 7AD,CT15   7AD,1,Order Received,2022-12-01 23:46:12.733386800,,
BRU00011491,Toothbrush 4000,2022-12-02 09:36:56.823222800,22,7,EX24 6RN,EX24   6RN,1,Dispatched,2022-12-02 16:24:42.855939200,Delivered,2022-12-03 20:08:14.865426800
BRU00011272,Toothbrush 4000,2022-12-02 03:26:54.452984800,22,6,CT18 8HF,CT18   8HF,1,Dispatched,2022-12-02 11:12:35.252026000,Delivered,2022-12-03 09:56:58.227314800
BRU00011022,Toothbrush 2000,2022-12-02 03:45:50.950222000,97,6,BS6 6PB,BS6   6PB,1,Dispatched,2022-12-02 09:41:33.366704800,Delivered,2022-12-03 17:31:08.448205600
BRU00011537,Toothbrush 4000,2022-12-01 23:21:45.391013200,18,8,BD9 5PP,BD9   5PP,1,Order Received,2022-12-01 23:33:23.327149600,,
BRU00011465,Toothbrush 4000,2022-12-02 06:59:31.082654400,22,6,CT20 3RW,CT20   3RW,1,Order Received,2022-12-02 07:10:02.471865600,,
BRU00011290,Toothbrush 4000,2022-12-01 15:52:22.746930400,33,1,BS32 4JW,BS32   4JW,1,Dispatched,2022-12-01 22:03:12.754182400,Delivered,2022-12-03 04:07:40.119799600
BRU00011354,Toothbrush 2000,2022-12-01 14:56:34.950494800,70,3,DT4 9JA,DT4   9JA,1,Order Received,2022-12-01 15:09:18.171907600,,
BRU00011544,Toothbrush 4000,2022-12-01 22:21:11.091295600,15,3,GL17 9XF,GL17   9XF,1,Dispatched,2022-12-02 05:48:43.445597200,Delivered,2022-12-03 10:12:08.605099600
BRU00010879,Toothbrush 2000,2022-12-02 00:18:27.021312000,62,2,CH64 6AA,CH64   6AA,1,Order Confirmed,2022-12-02 01:10:50.557976400,,
BRU00011176,Toothbrush 4000,2022-12-02 06:57:54.151785600,25,4,HA6 2WG,HA6   2WG,1,Order Received,2022-12-02 07:10:58.068158400,,
BRU00011331,Toothbrush 2000,2022-12-02 05:52:12.750206800,72,7,GU12 6BY,GU12   6BY,1,Order Confirmed,2022-12-02 06:48:19.289540800,,
BRU00010817,Toothbrush 4000,2022-12-01 21:10:38.711998000,26,8,BR1 2HN,BR1   2HN,1,Order Received,2022-12-01 21:22:52.578193600,,
BRU00010862,Toothbrush 2000,2022-12-02 07:48:12.501814000,61,4,DD8 4EX,DD8   4EX,1,Order Confirmed,2022-12-02 08:53:10.126774000,,
BRU00011455,Toothbrush 4000,2022-12-01 23:06:10.998471600,27,2,CV34 5NF,CV34   5NF,1,Dispatched,2022-12-02 05:49:21.314895600,Delivered,2022-12-03 03:59:49.213636800
BRU00011578,Toothbrush 4000,2022-12-02 05:09:49.877268000,14,4,EX32 0SZ,EX32   0SZ,1,Order Confirmed,2022-12-02 06:22:24.771862800,,
BRU00010951,Toothbrush 2000,2022-12-01 14:46:02.336716400,77,4,HP12 4UH,HP12   4UH,1,Order Confirmed,2022-12-01 15:55:23.682207200,,
BRU00011102,Toothbrush 4000,2022-12-02 04:27:32.510116000,11,9,BN1 6RF,BN1   6RF,1,Order Received,2022-12-02 04:39:14.569688800,,
BRU00010917,Toothbrush 4000,2022-12-02 07:37:34.222395600,25,8,CM23 1EL,CM23   1EL,1,Dispatched,2022-12-02 13:07:25.949365200,Delivered,2022-12-03 12:31:17.660919600
BRU00011205,Toothbrush 2000,2022-12-01 18:53:34.425649600,61,8,GL2 2EU,GL2   2EU,1,Order Confirmed,2022-12-01 19:51:21.173942800,,
BRU00011178,Toothbrush 2000,2022-12-02 05:28:33.683183200,91,2,AB55 6XE,AB55   6XE,1,Dispatched,2022-12-02 12:24:27.227456800,Delivered,2022-12-03 17:32:11.823282399
BRU00011614,Toothbrush 2000,2022-12-02 04:55:39.761854400,67,8,BD23 3FD,BD23   3FD,1,Order Received,2022-12-02 05:07:52.411217600,,
BRU00011621,Toothbrush 4000,2022-12-02 01:38:05.153851600,25,4,IP11 9JQ,IP11   9JQ,1,Order Confirmed,2022-12-02 02:17:29.771904400,,
BRU00011738,Toothbrush 4000,2022-12-02 10:59:20.679020000,28,9,CH66 3LY,CH66   3LY,1,Dispatched,2022-12-02 18:56:14.279080400,Delivered,2022-12-04 02:59:17.874861200
BRU00011623,Toothbrush 4000,2022-12-02 14:31:50.920359200,29,3,CM8 1JR,CM8   1JR,1,Order Received,2022-12-02 14:42:54.918917600,,
BRU00011089,Toothbrush 2000,2022-12-01 14:49:43.613949600,69,2,GU51 2UE,GU51   2UE,1,Order Received,2022-12-01 15:00:55.091248800,,
BRU00011055,Toothbrush 2000,2022-12-01 20:14:07.011643600,71,3,HG2 8AE,HG2   8AE,1,Order Confirmed,2022-12-01 21:27:38.288167600,,
BRU00011463,Toothbrush 4000,2022-12-02 06:24:50.749624400,40,5,BL9 0NP,BL9   0NP,1,Order Received,2022-12-02 06:36:35.175484400,,
BRU00011252,Toothbrush 2000,2022-12-02 00:34:00.676816400,94,6,GU20 6JE,GU20   6JE,1,Order Received,2022-12-02 00:46:36.281338400,,
BRU00011496,Toothbrush 4000,2022-12-02 08:10:42.544318000,22,2,EN7 5QN,EN7   5QN,1,Order Confirmed,2022-12-02 09:21:59.123472400,,
BRU00011279,Toothbrush 2000,2022-12-01 16:55:22.608994800,82,7,BB12 7QT,BB12   7QT,1,Order Received,2022-12-01 17:07:35.951224800,,
BRU00011064,Toothbrush 2000,2022-12-01 20:11:21.350726400,85,7,GU51 2RU,GU51   2RU,1,Order Confirmed,2022-12-01 21:02:28.437967200,,
BRU00011144,Toothbrush 4000,2022-12-02 05:05:48.445159599,21,8,CH7 6GJ,CH7   6GJ,1,Order Received,2022-12-02 05:18:14.773712799,,
BRU00010999,Toothbrush 4000,2022-12-02 04:47:28.450695600,35,2,BN9 9SE,BN9   9SE,1,Dispatched,2022-12-02 11:12:16.787031600,Delivered,2022-12-03 18:35:38.887974000
BRU00011244,Toothbrush 2000,2022-12-02 10:28:29.722475200,64,4,E1W 2JW,E1W   2JW,1,Order Received,2022-12-02 10:40:20.879856400,,
BRU00011289,Toothbrush 4000,2022-12-02 12:47:03.496186800,25,3,CW12 1RU,CW12   1RU,1,Dispatched,2022-12-02 19:15:35.780210400,Delivered,2022-12-03 23:10:44.680999200
BRU00011380,Toothbrush 4000,2022-12-01 13:11:30.790873600,23,9,BB9 7BY,BB9   7BY,1,Order Received,2022-12-01 13:23:01.837916800,,
BRU00011391,Toothbrush 2000,2022-12-02 13:06:45.491330800,70,3,E14 6JJ,E14   6JJ,1,Dispatched,2022-12-02 20:10:15.120738400,Delivered,2022-12-03 18:58:41.727078400
BRU00011053,Toothbrush 2000,2022-12-02 04:27:04.523432799,60,9,DN12 1DY,DN12   1DY,1,Order Confirmed,2022-12-02 05:13:00.941005599,,
BRU00011024,Toothbrush 4000,2022-12-02 03:31:07.912644400,8,6,GL6 1EE,GL6   1EE,1,Dispatched,2022-12-02 10:29:12.925922800,Delivered,2022-12-03 10:00:52.865447199
BRU00011442,Toothbrush 4000,2022-12-02 11:56:36.527037200,28,4,E3 3TS,E3   3TS,1,Order Received,2022-12-02 12:08:43.926934400,,
BRU00011478,Toothbrush 4000,2022-12-02 10:49:02.533111999,25,6,BN11 2NW,BN11   2NW,1,Order Confirmed,2022-12-02 11:48:40.357565599,,
BRU00011271,Toothbrush 4000,2022-12-02 16:36:23.701757200,29,2,AL8 6LE,AL8   6LE,1,Dispatched,2022-12-02 23:20:19.779728800,Delivered,2022-12-03 22:53:37.251993999
BRU00010844,Toothbrush 2000,2022-12-02 07:52:32.968542800,75,3,GL56 0PT,GL56   0PT,1,Order Confirmed,2022-12-02 09:07:04.481714000,,
BRU00010838,Toothbrush 4000,2022-12-02 03:34:01.667482800,31,7,BS21 6YQ,BS21   6YQ,1,Order Received,2022-12-02 03:45:49.233604800,,
BRU00011223,Toothbrush 2000,2022-12-02 05:18:49.937975200,79,3,B61 8BF,B61   8BF,1,Dispatched,2022-12-02 12:17:04.619863600,Delivered,2022-12-03 16:16:20.026580800
BRU00011416,Toothbrush 4000,2022-12-02 00:33:39.734610000,14,7,AB43 6JA,AB43   6JA,1,Order Received,2022-12-02 00:46:05.586314400,,
BRU00011721,Toothbrush 2000,2022-12-02 04:25:52.930622800,68,6,FY6 0EG,FY6   0EG,1,Order Received,2022-12-02 04:38:23.350399600,,
BRU00010860,Toothbrush 2000,2022-12-01 18:08:45.088128000,59,4,G66 2BP,G66   2BP,1,Order Confirmed,2022-12-01 19:33:54.360303600,,
BRU00011092,Toothbrush 2000,2022-12-02 04:25:12.428717600,58,9,DL7 8PY,DL7   8PY,1,Order Confirmed,2022-12-02 05:27:49.100955200,,
BRU00011256,Toothbrush 2000,2022-12-01 10:43:38.531604400,66,8,BH9 2PW,BH9   2PW,1,Dispatched,2022-12-01 17:17:02.177927200,Delivered,2022-12-02 18:36:52.374668800
BRU00010866,Toothbrush 2000,2022-12-01 14:13:26.247930800,74,1,HA7 4RR,HA7   4RR,1,Dispatched,2022-12-01 21:52:36.482561600,Delivered,2022-12-03 05:33:16.764557600
BRU00011421,Toothbrush 4000,2022-12-01 20:28:45.305738400,19,5,B90 3NU,B90   3NU,1,Order Confirmed,2022-12-01 21:12:13.361083200,,
BRU00011070,Toothbrush 2000,2022-12-02 04:09:37.954667600,55,5,B1 3AG,B1   3AG,1,Order Confirmed,2022-12-02 05:13:43.267728800,,
BRU00011588,Toothbrush 2000,2022-12-02 01:41:10.690149200,93,9,E15 4PZ,E15   4PZ,1,Dispatched,2022-12-02 08:16:58.771611200,Delivered,2022-12-03 17:14:34.304684000
BRU00011182,Toothbrush 4000,2022-12-02 08:35:15.971458400,24,2,GY6 8TY,GY6   8TY,1,Order Confirmed,2022-12-02 09:14:31.863568400,,
BRU00011597,Toothbrush 4000,2022-12-01 19:13:47.561816400,22,2,GL51 3XG,GL51   3XG,1,Order Confirmed,2022-12-01 20:16:42.952524000,,
BRU00011616,Toothbrush 2000,2022-12-01 20:42:04.338399600,82,1,DE21 7RS,DE21   7RS,1,Order Received,2022-12-01 20:54:04.177119600,,
BRU00011627,Toothbrush 2000,2022-12-01 23:03:51.320965600,63,7,DH8 5SX,DH8   5SX,1,Dispatched,2022-12-02 05:34:08.693503600,Delivered,2022-12-03 04:56:29.655332800
BRU00011382,Toothbrush 4000,2022-12-02 13:51:05.665963200,21,8,BB8 8PA,BB8   8PA,1,Dispatched,2022-12-02 21:12:53.421730800,Delivered,2022-12-03 22:50:02.751488400
BRU00011386,Toothbrush 4000,2022-12-02 01:29:52.725764400,11,7,DL12 0PG,DL12   0PG,1,Order Received,2022-12-02 01:41:18.616041600,,
BRU00011701,Toothbrush 4000,2022-12-02 08:05:41.791271600,26,4,DH6 5NP,DH6   5NP,1,Order Confirmed,2022-12-02 09:02:44.294535200,,
BRU00011743,Toothbrush 2000,2022-12-01 23:57:00.513474000,77,8,HR6 0RL,HR6   0RL,1,Order Confirmed,2022-12-02 01:18:03.774206400,,
BRU00011071,Toothbrush 2000,2022-12-01 15:27:14.548051200,81,4,DY6 7FP,DY6   7FP,1,Order Received,2022-12-01 15:39:56.706092400,,
BRU00011356,Toothbrush 4000,2022-12-01 16:34:46.405486400,40,9,BN7 2LX,BN7   2LX,1,Dispatched,2022-12-02 00:49:55.175136800,Delivered,2022-12-03 05:35:19.059920000
BRU00011777,Toothbrush 2000,2022-12-02 05:51:04.241501600,84,9,EH15 3BB,EH15   3BB,1,Order Received,2022-12-02 06:02:12.381143600,,
BRU00010815,Toothbrush 2000,2022-12-01 15:47:13.167337600,74,7,B98 0ER,B98   0ER,1,Dispatched,2022-12-01 22:30:19.338606400,Delivered,2022-12-03 04:35:13.356222400
BRU00010944,Toothbrush 2000,2022-12-02 10:31:58.083147200,95,5,CB10 9SL,CB10   9SL,1,Order Received,2022-12-02 10:43:04.248632000,,
BRU00011761,Toothbrush 4000,2022-12-02 06:35:37.295655200,17,9,CV2 1UB,CV2   1UB,1,Dispatched,2022-12-02 13:12:39.369666800,Delivered,2022-12-03 20:24:39.213182000
BRU00011107,Toothbrush 4000,2022-12-02 19:20:45.809257200,13,7,B23 6SS,B23   6SS,1,Order Confirmed,2022-12-02 20:26:39.615748800,,
BRU00011662,Toothbrush 2000,2022-12-02 05:14:20.416361200,63,2,CT6 5PJ,CT6   5PJ,1,Dispatched,2022-12-02 12:26:10.522682800,Delivered,2022-12-03 12:24:35.439104800
BRU00011524,Toothbrush 4000,2022-12-02 22:07:09.152081200,35,5,CT13 0JR,CT13   0JR,1,Order Confirmed,2022-12-02 22:57:24.741242800,,
BRU00011499,Toothbrush 2000,2022-12-02 00:46:37.037742400,75,2,CO15 3PQ,CO15   3PQ,1,Order Received,2022-12-02 00:58:53.780885200,,
BRU00011181,Toothbrush 2000,2022-12-02 08:14:52.850756000,55,2,CB1 0JB,CB1   0JB,1,Order Confirmed,2022-12-02 09:32:32.451910400,,
BRU00011050,Toothbrush 4000,2022-12-01 16:50:35.254476000,14,7,AB56 5UN,AB56   5UN,1,Order Received,2022-12-01 17:03:17.843797200,,
BRU00011109,Toothbrush 4000,2022-12-02 13:13:38.474434000,33,9,GL7 1AX,GL7   1AX,1,Order Received,2022-12-02 13:25:17.476375600,,
BRU00011259,Toothbrush 4000,2022-12-02 13:10:38.199070800,17,7,CB4 3DN,CB4   3DN,1,Order Received,2022-12-02 13:22:04.573180800,,
BRU00011413,Toothbrush 4000,2022-12-02 08:45:33.103910400,25,3,HA1 3TL,HA1   3TL,1,Order Received,2022-12-02 08:57:59.706218400,,
BRU00011526,Toothbrush 2000,2022-12-01 21:56:47.882008800,77,2,DA2 7BN,DA2   7BN,1,Dispatched,2022-12-02 05:35:26.588156400,Delivered,2022-12-03 09:31:59.982928800
BRU00011654,Toothbrush 2000,2022-12-01 23:54:02.328808399,71,8,G82 3HA,G82   3HA,1,Order Confirmed,2022-12-02 01:14:41.553323599,,
BRU00011255,Toothbrush 2000,2022-12-01 12:34:05.769553600,98,9,BN45 7FJ,BN45   7FJ,1,Order Confirmed,2022-12-01 13:47:04.573804000,,
BRU00010924,Toothbrush 4000,2022-12-02 14:05:01.135777600,39,5,CR0 7HL,CR0   7HL,1,Dispatched,2022-12-02 21:20:06.951829600,Delivered,2022-12-04 04:49:54.824142400
BRU00011234,Toothbrush 4000,2022-12-01 23:30:33.975614400,21,9,AB43 6SZ,AB43   6SZ,1,Order Confirmed,2022-12-02 00:51:41.987104800,,
BRU00010867,Toothbrush 2000,2022-12-02 03:04:04.652989600,79,2,G66 4RL,G66   4RL,1,Order Received,2022-12-02 03:15:54.469993600,,
BRU00010930,Toothbrush 2000,2022-12-01 21:33:14.590288400,73,3,CF37 2DH,CF37   2DH,1,Order Confirmed,2022-12-01 22:51:39.221438000,,
BRU00011183,Toothbrush 2000,2022-12-01 16:42:12.984036400,70,8,BD8 8LE,BD8   8LE,1,Dispatched,2022-12-02 00:36:51.275123200,Delivered,2022-12-03 05:30:29.709668800
BRU00011304,Toothbrush 4000,2022-12-02 11:17:40.660799600,26,8,CM19 4AG,CM19   4AG,1,Dispatched,2022-12-02 18:12:28.781063600,Delivered,2022-12-03 21:07:30.542703200
BRU00011657,Toothbrush 4000,2022-12-02 06:32:38.172010000,38,2,IP22 1DR,IP22   1DR,1,Order Received,2022-12-02 06:44:56.966749600,,
BRU00011045,Toothbrush 4000,2022-12-02 00:28:58.911166800,13,1,HU15 2LB,HU15   2LB,1,Dispatched,2022-12-02 07:22:30.094142400,Delivered,2022-12-03 10:34:25.677007200
BRU00010840,Toothbrush 4000,2022-12-02 05:45:08.070470000,39,2,HR6 8BN,HR6   8BN,1,Order Confirmed,2022-12-02 06:49:38.934203600,,
BRU00010897,Toothbrush 2000,2022-12-01 16:11:36.619243600,66,1,G42 2HW,G42   2HW,1,Order Confirmed,2022-12-01 17:19:49.180081600,,
BRU00010899,Toothbrush 4000,2022-12-01 23:52:18.125523600,20,3,EX16 9FJ,EX16   9FJ,1,Order Confirmed,2022-12-02 01:01:48.992571600,,
BRU00011695,Toothbrush 4000,2022-12-01 15:50:36.215730400,27,9,EN8 7PS,EN8   7PS,1,Dispatched,2022-12-01 22:21:21.480467200,Delivered,2022-12-02 21:57:15.118824400
BRU00010822,Toothbrush 4000,2022-12-02 13:44:48.405476000,34,8,CM20 2AD,CM20   2AD,1,Order Received,2022-12-02 13:58:10.653275600,,
BRU00010857,Toothbrush 4000,2022-12-02 09:18:11.447960000,45,8,B14 5PH,B14   5PH,1,Order Received,2022-12-02 09:30:26.770632800,,
BRU00011110,Toothbrush 4000,2022-12-02 09:42:47.100132000,29,2,G41 4PG,G41   4PG,1,Order Confirmed,2022-12-02 10:48:47.722888800,,
BRU00011117,Toothbrush 2000,2022-12-01 23:59:28.471217600,73,9,BN23 6BX,BN23   6BX,1,Order Received,2022-12-02 00:10:57.001310000,,
BRU00010823,Toothbrush 2000,2022-12-01 23:59:12.764649200,66,8,BB3 1JX,BB3   1JX,1,Order Confirmed,2022-12-02 01:07:14.241216800,,
BRU00011649,Toothbrush 4000,2022-12-02 13:54:34.004049600,21,9,BB4 8UA,BB4   8UA,1,Dispatched,2022-12-02 20:48:58.464548400,Delivered,2022-12-04 08:41:13.753270800
BRU00011222,Toothbrush 4000,2022-12-02 12:41:02.349205600,27,4,HU13 9DF,HU13   9DF,1,Order Received,2022-12-02 12:51:27.794442400,,
BRU00011275,Toothbrush 4000,2022-12-02 06:36:53.063164800,23,3,CM8 3FR,CM8   3FR,1,Order Confirmed,2022-12-02 07:34:57.092131200,,
BRU00011046,Toothbrush 2000,2022-12-01 07:57:03.835264400,80,1,AL5 2DY,AL5   2DY,1,Dispatched,2022-12-01 15:31:19.941953599,Delivered,2022-12-02 11:54:48.399106399
BRU00010876,Toothbrush 4000,2022-12-02 08:54:45.473686800,24,6,IP19 8PU,IP19   8PU,1,Dispatched,2022-12-02 16:09:16.471726800,Delivered,2022-12-03 17:40:08.259566399
BRU00011628,Toothbrush 2000,2022-12-01 10:24:41.140309600,87,1,HP17 8AB,HP17   8AB,1,Order Confirmed,2022-12-01 11:41:47.695371999,,
BRU00011200,Toothbrush 4000,2022-12-01 17:15:54.646346800,2,5,FK13 6DN,FK13   6DN,1,Dispatched,2022-12-02 00:11:04.874102800,Delivered,2022-12-03 04:22:29.217161200
BRU00010947,Toothbrush 4000,2022-12-02 03:02:31.965683200,39,6,EH54 6NA,EH54   6NA,1,Order Received,2022-12-02 03:14:54.670868800,,
BRU00011593,Toothbrush 2000,2022-12-02 02:04:33.796828400,93,3,BD4 8NA,BD4   8NA,1,Dispatched,2022-12-02 09:10:48.317108000,Delivered,2022-12-03 12:45:34.614038000
BRU00011620,Toothbrush 2000,2022-12-01 22:04:07.905358800,73,9,DL3 6AJ,DL3   6AJ,1,Dispatched,2022-12-02 03:30:00.734463600,Delivered,2022-12-03 03:47:10.142702400
BRU00011458,Toothbrush 4000,2022-12-02 06:55:21.194233200,21,7,CM14 5NL,CM14   5NL,1,Order Received,2022-12-02 07:07:46.736456400,,
BRU00011093,Toothbrush 4000,2022-12-02 20:17:06.878115200,26,4,E2 8FT,E2   8FT,1,Order Received,2022-12-02 20:27:43.874258000,,
BRU00011389,Toothbrush 4000,2022-12-02 18:33:34.712719200,15,9,CW1 4FY,CW1   4FY,1,Dispatched,2022-12-03 01:10:38.071387200,Delivered,2022-12-04 02:22:43.902796800
BRU00011532,Toothbrush 4000,2022-12-02 15:16:57.190880800,21,4,BN99 8XQ,BN99   8XQ,1,Dispatched,2022-12-02 22:02:43.246595200,Delivered,2022-12-04 00:12:51.370093600
BRU00010907,Toothbrush 2000,2022-12-01 11:56:00.351333600,77,1,BR5 2LY,BR5   2LY,1,Order Received,2022-12-01 12:07:55.293744000,,
BRU00011330,Toothbrush 2000,2022-12-01 16:29:41.341273599,84,6,CM6 2PP,CM6   2PP,1,Dispatched,2022-12-02 00:14:29.241450399,Delivered,2022-12-03 09:13:25.717715199
BRU00010526,Toothbrush 2000,2022-12-02 00:09:54.877244400,82,5,CR2%207SH,BS39 7NW,1,Dispatched,2022-12-02 06:47:05.423679600,Delivered,2022-12-03 13:04:13.215468000
BRU00010374,Toothbrush 2000,2022-12-02 02:10:27.173472000,73,4,BN16%204PP,B80 7JJ,1,Dispatched,2022-12-02 09:32:07.976311200,Delivered,2022-12-03 16:55:21.238220400
